play_id,player_id,x,y,m
1,13,8,22,x
1,1,22,28,x
1,2,16,15,x
1,3,22,16,x
1,4,13,33,x
1,5,10,16,x
1,6,25,26,x
1,7,27,23,x
1,8,23,23,x
1,9,18,20,x
1,10,27,15,x
1,20,27,20,o
1,21,36,32,o
1,22,36,24,o
1,23,30,27,o
1,24,27,21,o
1,25,28,23,o
1,26,35,20,o
1,27,30,31,o
1,28,35,33,o
1,29,30,32,o
1,30,37,28,o
2,13,11,22,x
2,1,24,29,x
2,2,18,16,x
2,3,24,17,x
2,4,16,32,x
2,5,11,16,x
2,6,30,26,x
2,7,29,23,x
2,8,24,24,x
2,9,20,20,x
2,10,32,16,x
2,20,30,19,o
2,21,38,31,o
2,22,39,23,o
2,23,35,27,o
2,24,30,20,o
2,25,29,23,o
2,26,37,21,o
2,27,33,31,o
2,28,38,33,o
2,29,31,32,o
2,30,39,27,o
3,13,14,21,x
3,1,25,28,x
3,2,21,15,x
3,3,25,17,x
3,4,21,33,x
3,5,13,16,x
3,6,33,25,x
3,7,32,23,x
3,8,28,23,x
3,9,25,21,x
3,10,34,16,x
3,20,32,19,o
3,21,43,32,o
3,22,44,24,o
3,23,37,26,o
3,24,35,20,o
3,25,30,22,o
3,26,42,22,o
3,27,38,32,o
3,28,41,32,o
3,29,36,32,o
3,30,40,26,o
4,13,19,21,x
4,1,29,28,x
4,2,23,14,x
4,3,26,16,x
4,4,23,32,x
4,5,14,15,x
4,6,38,25,x
4,7,33,24,x
4,8,30,23,x
4,9,27,22,x
4,10,35,15,x
4,20,34,20,o
4,21,48,33,o
4,22,49,24,o
4,23,39,27,o
4,24,39,19,o
4,25,35,23,o
4,26,45,21,o
4,27,43,31,o
4,28,46,33,o
4,29,38,32,o
4,30,45,26,o
5,13,23,21,x
5,1,34,29,x
5,2,28,13,x
5,3,31,17,x
5,4,25,31,x
5,5,15,16,x
5,6,40,24,x
5,7,34,23,x
5,8,32,23,x
5,9,30,21,x
5,10,37,15,x
5,20,35,20,o
5,21,51,33,o
5,22,51,23,o
5,23,41,27,o
5,24,43,19,o
5,25,39,22,o
5,26,49,21,o
5,27,44,32,o
5,28,50,32,o
5,29,42,33,o
5,30,48,26,o
6,13,28,21,x
6,1,37,28,x
6,2,32,14,x
6,3,32,16,x
6,4,29,30,x
6,5,18,16,x
6,6,42,25,x
6,7,35,23,x
6,8,37,23,x
6,9,31,20,x
6,10,38,16,x
6,20,36,21,o
6,21,56,32,o
6,22,55,22,o
6,23,45,28,o
6,24,45,18,o
6,25,41,22,o
6,26,53,21,o
6,27,48,31,o
6,28,53,31,o
6,29,43,32,o
6,30,51,25,o
7,13,31,21,x
7,1,39,27,x
7,2,36,14,x
7,3,33,16,x
7,4,31,31,x
7,5,20,16,x
7,6,44,25,x
7,7,36,22,x
7,8,38,23,x
7,9,36,20,x
7,10,41,16,x
7,20,37,22,o
7,21,58,31,o
7,22,60,22,o
7,23,46,27,o
7,24,47,18,o
7,25,43,23,o
7,26,54,21,o
7,27,53,31,o
7,28,55,32,o
7,29,45,33,o
7,30,55,26,o
8,13,36,20,x
8,1,40,27,x
8,2,41,14,x
8,3,35,15,x
8,4,36,30,x
8,5,23,17,x
8,6,49,24,x
8,7,38,21,x
8,8,41,24,x
8,9,37,21,x
8,10,45,17,x
8,20,42,22,o
8,21,63,30,o
8,22,62,22,o
8,23,49,28,o
8,24,49,19,o
8,25,47,24,o
8,26,55,22,o
8,27,55,32,o
8,28,58,31,o
8,29,50,32,o
8,30,59,27,o
9,13,40,21,x
9,1,43,26,x
9,2,46,14,x
9,3,37,14,x
9,4,40,30,x
9,5,24,16,x
9,6,54,25,x
9,7,42,21,x
9,8,46,25,x
9,9,38,21,x
9,10,49,16,x
9,20,47,22,o
9,21,64,29,o
9,22,64,22,o
9,23,51,27,o
9,24,53,20,o
9,25,49,23,o
9,26,59,23,o
9,27,58,31,o
9,28,59,31,o
9,29,53,33,o
9,30,63,27,o
10,13,42,20,x
10,1,48,26,x
10,2,48,14,x
10,3,39,15,x
10,4,42,30,x
10,5,27,16,x
10,6,57,25,x
10,7,47,20,x
10,8,48,25,x
10,9,40,20,x
10,10,50,15,x
10,20,52,23,o
10,21,68,28,o
10,22,66,22,o
10,23,53,26,o
10,24,55,20,o
10,25,52,22,o
10,26,60,24,o
10,27,61,31,o
10,28,60,31,o
10,29,57,34,o
10,30,67,27,o
11,13,46,19,x
11,1,52,27,x
11,2,53,15,x
11,3,40,16,x
11,4,44,31,x
11,5,28,16,x
11,6,59,24,x
11,7,49,20,x
11,8,51,24,x
11,9,45,21,x
11,10,55,15,x
11,20,54,24,o
11,21,70,28,o
11,22,67,22,o
11,23,56,26,o
11,24,57,20,o
11,25,54,22,o
11,26,64,24,o
11,27,63,31,o
11,28,63,31,o
11,29,62,33,o
11,30,70,26,o
12,13,50,18,x
12,1,55,26,x
12,2,58,15,x
12,3,44,16,x
12,4,45,32,x
12,5,33,15,x
12,6,64,25,x
12,7,50,19,x
12,8,53,23,x
12,9,49,21,x
12,10,57,14,x
12,20,58,25,o
12,21,71,28,o
12,22,70,23,o
12,23,58,25,o
12,24,59,19,o
12,25,55,23,o
12,26,68,24,o
12,27,66,32,o
12,28,65,30,o
12,29,63,32,o
12,30,72,27,o
13,13,52,19,x
13,1,59,27,x
13,2,60,16,x
13,3,45,15,x
13,4,46,32,x
13,5,34,15,x
13,6,66,26,x
13,7,51,20,x
13,8,58,24,x
13,9,51,21,x
13,10,58,14,x
13,20,60,24,o
13,21,72,29,o
13,22,74,23,o
13,23,62,24,o
13,24,63,19,o
13,25,57,23,o
13,26,69,23,o
13,27,69,33,o
13,28,67,31,o
13,29,68,32,o
13,30,74,26,o
14,13,54,18,x
14,1,62,26,x
14,2,62,16,x
14,3,49,16,x
14,4,48,31,x
14,5,39,15,x
14,6,68,27,x
14,7,53,21,x
14,8,62,25,x
14,9,54,21,x
14,10,60,13,x
14,20,62,24,o
14,21,77,30,o
14,22,79,23,o
14,23,63,25,o
14,24,64,20,o
14,25,58,24,o
14,26,71,23,o
14,27,71,34,o
14,28,69,30,o
14,29,69,32,o
14,30,76,25,o
15,13,56,19,x
15,1,63,26,x
15,2,67,16,x
15,3,50,16,x
15,4,51,30,x
15,5,40,14,x
15,6,71,27,x
15,7,58,20,x
15,8,64,24,x
15,9,56,20,x
15,10,65,13,x
15,20,64,24,o
15,21,81,30,o
15,22,80,24,o
15,23,67,26,o
15,24,67,19,o
15,25,59,23,o
15,26,73,23,o
15,27,72,35,o
15,28,73,29,o
15,29,71,32,o
15,30,80,26,o
16,13,57,18,x
16,1,67,25,x
16,2,70,16,x
16,3,51,17,x
16,4,52,30,x
16,5,42,13,x
16,6,76,26,x
16,7,60,19,x
16,8,65,23,x
16,9,57,20,x
16,10,69,14,x
16,20,65,25,o
16,21,85,31,o
16,22,83,25,o
16,23,68,25,o
16,24,71,20,o
16,25,64,24,o
16,26,74,24,o
16,27,74,34,o
16,28,77,29,o
16,29,74,31,o
16,30,82,26,o
17,13,62,18,x
17,1,72,26,x
17,2,71,15,x
17,3,52,16,x
17,4,56,31,x
17,5,45,13,x
17,6,80,25,x
17,7,64,19,x
17,8,70,22,x
17,9,59,20,x
17,10,70,15,x
17,20,67,24,o
17,21,87,31,o
17,22,87,26,o
17,23,70,26,o
17,24,74,19,o
17,25,66,23,o
17,26,76,25,o
17,27,76,33,o
17,28,81,29,o
17,29,78,31,o
17,30,83,26,o
18,13,65,17,x
18,1,76,26,x
18,2,76,16,x
18,3,54,16,x
18,4,58,32,x
18,5,47,14,x
18,6,81,25,x
18,7,68,20,x
18,8,73,23,x
18,9,60,20,x
18,10,72,16,x
18,20,71,24,o
18,21,92,31,o
18,22,89,27,o
18,23,74,25,o
18,24,75,19,o
18,25,71,22,o
18,26,80,25,o
18,27,80,33,o
18,28,84,29,o
18,29,79,32,o
18,30,88,25,o
19,13,68,16,x
19,1,79,25,x
19,2,79,17,x
19,3,58,17,x
19,4,63,32,x
19,5,50,13,x
19,6,85,25,x
19,7,73,19,x
19,8,74,22,x
19,9,62,20,x
19,10,76,16,x
19,20,73,25,o
19,21,95,31,o
19,22,91,26,o
19,23,75,24,o
19,24,79,20,o
19,25,72,22,o
19,26,81,26,o
19,27,82,33,o
19,28,87,30,o
19,29,84,31,o
19,30,91,24,o
20,13,73,16,x
20,1,84,24,x
20,2,83,16,x
20,3,62,18,x
20,4,64,32,x
20,5,55,12,x
20,6,87,25,x
20,7,76,18,x
20,8,77,21,x
20,9,65,19,x
20,10,80,15,x
20,20,77,26,o
20,21,96,31,o
20,22,96,26,o
20,23,78,25,o
20,24,84,21,o
20,25,76,23,o
20,26,83,27,o
20,27,83,34,o
20,28,89,29,o
20,29,86,31,o
20,30,93,25,o
