play_id,player_id,x,y,m
1,13,21,29,x
1,1,25,20,x
1,2,17,30,x
1,3,22,14,x
1,4,24,18,x
1,5,26,20,x
1,6,16,16,x
1,7,15,31,x
1,8,13,16,x
1,9,17,17,x
1,10,10,29,x
1,20,29,25,o
1,21,37,24,o
1,22,27,31,o
1,23,31,19,o
1,24,33,32,o
1,25,35,32,o
1,26,30,19,o
1,27,36,28,o
1,28,33,28,o
1,29,30,22,o
1,30,36,14,o
2,13,26,29,x
2,1,30,21,x
2,2,21,30,x
2,3,27,14,x
2,4,26,18,x
2,5,28,20,x
2,6,17,16,x
2,7,18,32,x
2,8,14,16,x
2,9,19,18,x
2,10,15,29,x
2,20,32,26,o
2,21,39,25,o
2,22,29,31,o
2,23,35,19,o
2,24,37,33,o
2,25,39,31,o
2,26,34,19,o
2,27,38,27,o
2,28,38,29,o
2,29,32,22,o
2,30,38,14,o
3,13,28,29,x
3,1,31,20,x
3,2,26,31,x
3,3,32,14,x
3,4,27,19,x
3,5,31,21,x
3,6,19,17,x
3,7,21,32,x
3,8,15,15,x
3,9,22,17,x
3,10,19,28,x
3,20,33,26,o
3,21,43,26,o
3,22,34,32,o
3,23,40,18,o
3,24,41,33,o
3,25,41,30,o
3,26,39,20,o
3,27,42,26,o
3,28,40,30,o
3,29,33,21,o
3,30,43,15,o
4,13,33,30,x
4,1,34,20,x
4,2,29,32,x
4,3,37,13,x
4,4,32,18,x
4,5,36,22,x
4,6,20,18,x
4,7,25,31,x
4,8,19,16,x
4,9,26,16,x
4,10,20,29,x
4,20,36,27,o
4,21,47,26,o
4,22,35,31,o
4,23,41,19,o
4,24,46,34,o
4,25,45,29,o
4,26,40,20,o
4,27,43,27,o
4,28,45,31,o
4,29,36,21,o
4,30,44,15,o
5,13,35,30,x
5,1,36,19,x
5,2,31,33,x
5,3,39,12,x
5,4,35,19,x
5,5,41,21,x
5,6,24,19,x
5,7,26,31,x
5,8,21,17,x
5,9,29,15,x
5,10,24,28,x
5,20,39,27,o
5,21,49,25,o
5,22,39,32,o
5,23,44,18,o
5,24,47,34,o
5,25,49,28,o
5,26,45,20,o
5,27,45,27,o
5,28,50,32,o
5,29,41,20,o
5,30,49,16,o
6,13,37,29,x
6,1,39,19,x
6,2,35,32,x
6,3,42,12,x
6,4,37,18,x
6,5,45,20,x
6,6,26,18,x
6,7,28,32,x
6,8,22,18,x
6,9,34,16,x
6,10,27,27,x
6,20,40,26,o
6,21,50,24,o
6,22,43,31,o
6,23,47,19,o
6,24,48,34,o
6,25,52,27,o
6,26,48,20,o
6,27,46,28,o
6,28,53,31,o
6,29,43,19,o
6,30,51,15,o
7,13,38,30,x
7,1,44,19,x
7,2,39,33,x
7,3,44,11,x
7,4,40,17,x
7,5,46,19,x
7,6,30,17,x
7,7,29,33,x
7,8,26,18,x
7,9,35,17,x
7,10,31,28,x
7,20,43,26,o
7,21,52,24,o
7,22,47,32,o
7,23,51,18,o
7,24,49,33,o
7,25,53,27,o
7,26,51,19,o
7,27,49,27,o
7,28,56,30,o
7,29,47,20,o
7,30,53,15,o
8,13,43,30,x
8,1,48,19,x
8,2,41,34,x
8,3,48,10,x
8,4,43,17,x
8,5,50,18,x
8,6,31,16,x
8,7,30,33,x
8,8,31,18,x
8,9,40,16,x
8,10,35,29,x
8,20,47,27,o
8,21,57,25,o
8,22,48,33,o
8,23,52,17,o
8,24,54,34,o
8,25,55,27,o
8,26,53,20,o
8,27,53,26,o
8,28,57,31,o
8,29,49,21,o
8,30,56,14,o
9,13,44,30,x
9,1,51,20,x
9,2,45,33,x
9,3,52,9,x
9,4,48,16,x
