play_id,player_id,x,y,m
1,13,26,23,x
1,1,22,22,x
1,2,10,29,x
1,3,25,18,x
1,4,11,26,x
1,5,9,21,x
1,6,17,27,x
1,7,29,21,x
1,8,14,16,x
1,9,19,28,x
1,10,13,29,x
1,20,34,27,o
1,21,34,30,o
1,22,32,20,o
1,23,33,24,o
1,24,33,28,o
1,25,36,14,o
1,26,35,21,o
1,27,35,32,o
1,28,36,22,o
1,29,32,23,o
1,30,32,23,o
2,13,28,23,x
2,1,26,21,x
2,2,11,29,x
2,3,30,17,x
2,4,15,26,x
2,5,14,22,x
2,6,21,26,x
2,7,32,20,x
2,8,17,15,x
2,9,23,29,x
2,10,17,28,x
2,20,37,27,o
2,21,35,29,o
2,22,33,19,o
2,23,35,24,o
2,24,35,28,o
2,25,37,13,o
2,26,40,22,o
2,27,37,33,o
2,28,38,21,o
2,29,35,24,o
2,30,34,23,o
3,13,29,22,x
3,1,29,21,x
3,2,14,29,x
3,3,34,17,x
3,4,19,26,x
3,5,18,23,x
3,6,22,25,x
3,7,36,20,x
3,8,22,14,x
3,9,27,30,x
3,10,21,27,x
3,20,38,27,o
3,21,36,28,o
3,22,35,19,o
3,23,38,23,o
3,24,38,27,o
3,25,41,12,o
3,26,43,23,o
3,27,38,32,o
3,28,39,21,o
3,29,40,25,o
3,30,35,24,o
4,13,31,22,x
4,1,34,20,x
4,2,18,28,x
4,3,36,17,x
4,4,24,26,x
4,5,21,22,x
4,6,24,26,x
4,7,38,19,x
4,8,26,14,x
4,9,32,30,x
4,10,26,27,x
4,20,40,28,o
4,21,40,29,o
4,22,38,18,o
4,23,43,23,o
4,24,40,27,o
4,25,42,11,o
4,26,48,22,o
4,27,41,33,o
4,28,41,22,o
4,29,41,25,o
4,30,40,25,o
5,13,35,22,x
5,1,39,21,x
5,2,21,29,x
5,3,40,16,x
5,4,29,25,x
5,5,22,21,x
5,6,27,25,x
5,7,39,20,x
5,8,27,14,x
5,9,34,30,x
5,10,31,28,x
5,20,45,29,o
5,21,44,29,o
5,22,39,18,o
5,23,45,24,o
5,24,44,26,o
5,25,44,11,o
5,26,51,23,o
5,27,42,34,o
5,28,45,21,o
5,29,46,24,o
5,30,44,26,o
6,13,40,22,x
6,1,42,22,x
6,2,22,28,x
6,3,43,17,x
6,4,30,25,x
6,5,25,21,x
6,6,31,24,x
6,7,43,21,x
6,8,32,13,x
6,9,39,30,x
6,10,32,27,x
6,20,48,29,o
6,21,45,28,o
6,22,42,17,o
6,23,46,24,o
6,24,46,27,o
6,25,48,12,o
6,26,52,24,o
6,27,44,34,o
6,28,50,20,o
6,29,49,24,o
6,30,45,25,o
7,13,41,22,x
7,1,43,23,x
7,2,26,28,x
7,3,44,16,x
7,4,35,26,x
7,5,27,22,x
7,6,33,24,x
7,7,45,20,x
7,8,36,13,x
7,9,41,31,x
7,10,36,28,x
7,20,50,29,o
7,21,49,28,o
7,22,46,17,o
7,23,48,23,o
7,24,51,27,o
7,25,52,13,o
7,26,55,24,o
7,27,49,35,o
7,28,53,20,o
7,29,50,23,o
7,30,49,25,o
8,13,43,22,x
8,1,44,24,x
8,2,28,27,x
8,3,48,15,x
8,4,36,25,x
8,5,29,23,x
8,6,37,25,x
8,7,50,20,x
8,8,38,13,x
8,9,45,32,x
8,10,38,27,x
8,20,54,30,o
8,21,53,27,o
8,22,50,18,o
8,23,51,22,o
8,24,52,26,o
8,25,53,12,o
8,26,58,23,o
8,27,50,34,o
8,28,57,21,o
8,29,54,23,o
8,30,53,24,o
9,13,45,22,x
9,1,48,25,x
9,2,32,27,x
9,3,49,14,x
9,4,37,25,x
9,5,33,23,x
9,6,42,25,x
9,7,54,20,x
9,8,39,13,x
9,9,48,31,x
9,10,43,28,x
9,20,55,30,o
9,21,57,27,o
9,22,54,19,o
9,23,56,23,o
9,24,55,27,o
9,25,58,13,o
9,26,59,23,o
9,27,53,34,o
9,28,59,20,o
9,29,59,22,o
9,30,56,25,o
10,13,47,21,x
10,1,49,26,x
10,2,36,26,x
10,3,53,14,x
10,4,38,26,x
10,5,36,23,x
10,6,47,24,x
10,7,59,20,x
10,8,41,13,x
10,9,51,30,x
10,10,44,27,x
10,20,58,31,o
10,21,60,26,o
10,22,59,19,o
10,23,59,24,o
10,24,59,26,o
10,25,60,14,o
10,26,61,24,o
10,27,58,35,o
10,28,63,19,o
10,29,64,21,o
10,30,57,24,o
11,13,50,22,x
11,1,51,27,x
11,2,40,26,x
11,3,58,13,x
11,4,43,26,x
11,5,39,24,x
11,6,50,24,x
11,7,64,19,x
11,8,46,14,x
11,9,56,30,x
11,10,46,28,x
11,20,60,32,o
11,21,62,25,o
11,22,61,18,o
11,23,63,24,o
11,24,60,27,o
11,25,62,15,o
11,26,66,24,o
11,27,63,34,o
11,28,64,18,o
11,29,67,21,o
11,30,58,24,o
12,13,53,22,x
12,1,56,26,x
12,2,44,26,x
12,3,61,13,x
12,4,45,25,x
12,5,40,25,x
12,6,51,25,x
12,7,68,19,x
12,8,51,13,x
12,9,58,30,x
12,10,48,27,x
12,20,65,33,o
12,21,65,26,o
12,22,62,17,o
12,23,64,25,o
12,24,62,26,o
12,25,64,15,o
12,26,71,24,o
12,27,68,34,o
12,28,66,18,o
12,29,71,21,o
12,30,59,23,o
13,13,54,22,x
13,1,61,25,x
13,2,45,26,x
13,3,65,14,x
13,4,49,25,x
13,5,43,24,x
13,6,56,26,x
13,7,71,18,x
13,8,54,12,x
13,9,59,30,x
13,10,51,26,x
13,20,68,33,o
13,21,70,25,o
13,22,64,16,o
13,23,65,25,o
13,24,65,25,o
13,25,65,14,o
13,26,75,25,o
13,27,70,35,o
13,28,67,19,o
13,29,75,20,o
13,30,60,23,o
14,13,58,22,x
14,1,65,24,x
14,2,47,25,x
14,3,67,13,x
14,4,51,24,x
14,5,46,23,x
14,6,59,26,x
14,7,76,17,x
14,8,55,13,x
14,9,60,30,x
14,10,52,25,x
14,20,71,32,o
14,21,74,24,o
14,22,68,17,o
14,23,66,25,o
14,24,68,25,o
14,25,70,14,o
14,26,79,24,o
14,27,75,35,o
14,28,69,20,o
14,29,77,21,o
14,30,64,22,o
15,13,63,22,x
15,1,68,23,x
15,2,48,26,x
15,3,72,12,x
15,4,52,24,x
15,5,51,23,x
15,6,61,26,x
15,7,77,18,x
15,8,59,12,x
15,9,61,30,x
15,10,55,26,x
15,20,72,32,o
15,21,76,24,o
15,22,70,17,o
15,23,68,24,o
15,24,72,25,o
15,25,75,14,o
15,26,83,24,o
15,27,77,35,o
15,28,74,20,o
15,29,81,21,o
15,30,65,23,o
16,13,64,22,x
16,1,70,24,x
16,2,49,27,x
16,3,74,11,x
16,4,53,23,x
16,5,56,22,x
16,6,65,27,x
16,7,80,19,x
16,8,63,13,x
16,9,65,30,x
16,10,58,25,x
16,20,75,33,o
16,21,78,24,o
16,22,73,17,o
16,23,70,24,o
16,24,75,25,o
16,25,80,14,o
16,26,86,24,o
16,27,82,36,o
16,28,77,21,o
16,29,83,21,o
16,30,67,23,o
17,13,66,22,x
17,1,71,24,x
17,2,54,28,x
17,3,79,12,x
17,4,55,24,x
17,5,61,23,x
17,6,69,26,x
17,7,83,19,x
17,8,66,12,x
17,9,67,30,x
17,10,59,25,x
17,20,78,32,o
17,21,80,25,o
17,22,74,17,o
17,23,71,24,o
17,24,76,24,o
17,25,85,14,o
17,26,88,25,o
17,27,83,36,o
17,28,82,22,o
17,29,84,22,o
17,30,72,24,o
18,13,71,23,x
18,1,73,23,x
18,2,55,27,x
18,3,80,12,x
18,4,57,25,x
18,5,64,24,x
18,6,72,26,x
18,7,87,18,x
18,8,67,13,x
18,9,71,31,x
18,10,61,26,x
18,20,81,31,o
18,21,83,24,o
18,22,75,16,o
18,23,72,25,o
18,24,81,25,o
18,25,89,13,o
18,26,93,26,o
18,27,85,37,o
18,28,86,21,o
18,29,89,22,o
18,30,76,25,o
19,13,74,22,x
19,1,75,23,x
19,2,57,26,x
19,3,82,12,x
19,4,60,25,x
19,5,69,24,x
19,6,74,25,x
19,7,89,18,x
19,8,68,12,x
19,9,73,32,x
19,10,62,26,x
19,20,83,32,o
19,21,86,23,o
19,22,77,15,o
19,23,74,25,o
19,24,86,25,o
19,25,90,13,o
19,26,96,27,o
19,27,88,36,o
19,28,87,20,o
19,29,90,21,o
19,30,78,25,o
20,13,77,23,x
20,1,80,24,x
20,2,59,26,x
20,3,83,13,x
20,4,63,26,x
20,5,74,23,x
20,6,75,26,x
20,7,94,19,x
20,8,70,13,x
20,9,77,31,x
20,10,66,27,x
20,20,87,32,o
20,21,90,23,o
20,22,78,16,o
20,23,78,25,o
20,24,91,24,o
20,25,95,13,o
20,26,100,27,o
20,27,93,36,o
20,28,92,19,o
20,29,95,22,o
20,30,80,26,o
